episode,seed,success,steps,reward,target_x,target_y,final_torso_x,final_torso_y,final_dx,final_dy,final_distance,min_distance,max_torso_x,waypoints_completed,route_complete,max_goal_hold_count
0,7000,True,228,209.81421372762838,9.81204891204834,0.550000011920929,9.455934400809818,0.8958275011876794,-0.35611438751220703,0.34582746028900146,0.4964011311531067,0.45056572556495667,9.540966066080156,0,False,10
1,7001,False,900,23.562038539838458,10.202855110168457,0.550000011920929,6.174439090232287,1.0015775185876277,-4.028416156768799,0.45157748460769653,4.053647518157959,3.8313148021698,6.402548780669937,0,False,0
2,7002,False,900,58.79894561337311,9.873658180236816,0.550000011920929,11.196596913309259,0.8620555849358947,1.3229389190673828,0.3120555877685547,1.359244704246521,0.46940213441848755,11.225381912339104,0,False,1
3,7003,False,900,12.726153703424366,9.867289543151855,0.550000011920929,4.765555401735405,1.4539054125507545,-5.101734161376953,0.90390545129776,5.181190490722656,4.155035018920898,5.754370190090249,0,False,0
4,7004,False,900,19.72899239324959,10.115633010864258,0.550000011920929,6.266532201371217,1.0686784134431555,-3.8491005897521973,0.5186783671379089,3.883890151977539,2.5556814670562744,7.762148251573771,0,False,0
5,7005,True,383,203.37265740536526,9.438867568969727,0.550000011920929,9.7797718901679,0.7217566382871456,0.34090423583984375,0.17175662517547607,0.3817276954650879,0.2726380228996277,9.957605205620608,0,False,10
6,7006,False,900,23.532502920837327,9.64159870147705,0.550000011920929,6.269555080408691,0.97615548559487,-3.3720436096191406,0.4261554479598999,3.3988654613494873,3.2658629417419434,6.426201887745981,0,False,0
7,7007,False,900,9.345414536037932,9.349574089050293,0.550000011920929,4.316006339710648,0.7072409721944573,-5.033567905426025,0.15724098682403564,5.036023139953613,3.843945264816284,5.628258524718638,0,False,0
8,7008,False,900,22.539748067016273,10.339509963989258,0.550000011920929,6.194139672483845,0.9545755204782636,-4.1453704833984375,0.40457552671432495,4.165066242218018,3.964531898498535,6.397553843025501,0,False,0
9,7009,False,900,14.42160474868075,9.807172775268555,0.550000011920929,4.852847273615914,0.9765400254118999,-4.9543256759643555,0.4265400171279907,4.972652912139893,4.121753215789795,5.709342632479041,0,False,0
10,7010,True,587,203.66449388385806,9.446054458618164,0.550000011920929,9.686132830303208,0.7958194141673174,0.24007797241210938,0.24581938982009888,0.34360530972480774,0.3099112808704376,9.733729351398235,0,False,10
11,7011,False,900,9.30416355569944,10.33633041381836,0.550000011920929,4.305637887496259,0.8000550404340052,-6.0306925773620605,0.2500550150871277,6.035874366760254,4.4873504638671875,5.8813419974994785,0,False,0
12,7012,True,195,220.5933348217937,9.927281379699707,0.550000011920929,9.788373465661325,0.900771113033757,-0.13890838623046875,0.35077112913131714,0.3772743344306946,0.33050379157066345,9.81155995395038,0,False,10
13,7013,False,900,22.636204518739646,9.957928657531738,0.550000011920929,6.220413742470268,0.9413137039307348,-3.7375149726867676,0.39131367206573486,3.757944107055664,3.610931873321533,6.401981193352867,0,False,0
14,7014,False,900,22.746853866328262,9.905134201049805,0.550000011920929,6.204143423854846,0.9540907381548783,-3.700990676879883,0.4040907025337219,3.7229855060577393,3.518436908721924,6.425954386877185,0,False,0
15,7015,True,330,198.842418431358,9.47922420501709,0.550000011920929,9.140836181780198,0.8818256115577753,-0.33838844299316406,0.3318256139755249,0.47393563389778137,0.4309679865837097,9.202772953478279,0,False,10
16,7016,False,900,23.77643984765187,9.939446449279785,0.550000011920929,6.216463852321276,0.9545567663174006,-3.722982406616211,0.4045567512512207,3.7448983192443848,3.5242133140563965,6.458199606207886,0,False,0
17,7017,False,900,15.516400734689539,9.783417701721191,0.550000011920929,5.139194871624038,0.9115948890419059,-4.644222736358643,0.3615948557853699,4.658277988433838,3.822556734085083,5.9933552179995475,0,False,0
18,7018,False,900,10.394034477384299,10.329200744628906,0.550000011920929,4.584139854906323,0.7852360542642395,-5.745060920715332,0.2352360486984253,5.749875068664551,5.362249851226807,4.98689206763665,0,False,0
19,7019,False,900,13.15380106151658,9.508461952209473,0.550000011920929,4.942485478487545,1.151667069753014,-4.565976619720459,0.6016671061515808,4.605447292327881,3.658926010131836,6.111790570374556,0,False,0
20,7020,False,900,23.885855272231648,10.099501609802246,0.550000011920929,6.1979748572054065,0.9670113471621244,-3.901526927947998,0.4170113205909729,3.9237496852874756,3.74245023727417,6.407391449676692,0,False,0
21,7021,False,900,14.640848475588943,10.449273109436035,0.550000011920929,5.101163572996881,0.9810068937017687,-5.348109722137451,0.43100690841674805,5.365448951721191,4.692330837249756,5.778715235939955,0,False,0
22,7022,True,423,209.76775829548336,9.781050682067871,0.550000011920929,9.593157684945199,0.9246582111123687,-0.18789291381835938,0.3746582269668579,0.4191330671310425,0.39124011993408203,9.706985214964105,0,False,10
23,7023,True,337,217.00024720446882,10.146317481994629,0.550000011920929,9.780091523807325,0.9188700874102008,-0.3662261962890625,0.3688700795173645,0.5197949409484863,0.48319706320762634,9.837210752101143,0,False,10
24,7024,False,900,14.56023558194093,10.004342079162598,0.550000011920929,5.011594535487632,1.0816375838104517,-4.9927473068237305,0.5316376090049744,5.02097225189209,5.0073466300964355,5.027748239870748,0,False,0
25,7025,False,900,23.99194092141811,10.349283218383789,0.550000011920929,6.27672842226701,0.959169645153523,-4.072554588317871,0.40916961431503296,4.093057632446289,3.9901375770568848,6.399610258483491,0,False,0
26,7026,False,900,22.55290354524644,9.284893989562988,0.550000011920929,6.123425193361765,1.146318881252649,-3.161468982696533,0.5963189005851746,3.2172164916992188,2.941995143890381,6.394825760817059,0,False,0
27,7027,False,900,23.797651806389403,9.695611000061035,0.550000011920929,6.21293072565428,0.9536369528272947,-3.482680320739746,0.4036369323730469,3.5059926509857178,3.341059446334839,6.385575621380466,0,False,0
28,7028,False,900,17.759139030679133,9.931404113769531,0.550000011920929,5.375839966850992,1.2227981550234368,-4.555563926696777,0.6727980971336365,4.604977607727051,4.455634117126465,5.559339128049464,0,False,0
29,7029,False,900,18.010156759792434,9.931187629699707,0.550000011920929,5.304466449203081,1.04831060519011,-4.626721382141113,0.4983106255531311,4.653478622436523,4.594516277313232,5.356411919568344,0,False,0
30,7030,False,900,8.698502269574442,9.397388458251953,0.550000011920929,4.701246467836408,0.9674844339641449,-4.696142196655273,0.4174844026565552,4.714662551879883,3.7603759765625,5.903307810894833,0,False,0
31,7031,False,900,23.227922787947566,9.77481746673584,0.550000011920929,6.2157363754939405,0.9549130345646643,-3.5590810775756836,0.4049130082130432,3.582040309906006,3.433957576751709,6.362533079415788,0,False,0
32,7032,False,900,23.58110995244582,10.192201614379883,0.550000011920929,6.295223100159328,0.961210708703298,-3.8969783782958984,0.41121071577072144,3.918613910675049,3.8254597187042236,6.385925694396037,0,False,0
33,7033,True,824,215.77705053337928,9.702204704284668,0.550000011920929,9.7905313970821,0.5996322349221811,0.08832645416259766,0.049632251262664795,0.1013159528374672,0.06429193913936615,10.561691983558912,0,False,10
34,7034,True,209,217.03509948539968,9.8885498046875,0.550000011920929,9.662928318040935,0.9136909067872252,-0.22562122344970703,0.36369091272354126,0.4279906749725342,0.3577690124511719,9.767988319849607,0,False,10
35,7035,False,900,23.799975493897215,9.608272552490234,0.550000011920929,6.305924661575043,0.9602898295396184,-3.3023476600646973,0.41028982400894165,3.32773756980896,3.2816855907440186,6.351453581897162,0,False,0
36,7036,False,900,19.334227843323266,9.32802677154541,0.550000011920929,5.521838399846261,1.0337056186214195,-3.8061885833740234,0.4837055802345276,3.836801052093506,3.5011868476867676,5.864868864758948,0,False,0
37,7037,False,900,20.194462089782103,10.40854263305664,0.550000011920929,5.713300532417296,1.0178154781326036,-4.695241928100586,0.46781545877456665,4.718490123748779,4.670129299163818,5.758693618512094,0,False,0
38,7038,True,359,203.31232205384197,9.524060249328613,0.550000011920929,9.581311645659127,0.9304728449439,0.0572509765625,0.3804728388786316,0.38475608825683594,0.3768630921840668,9.769200203225598,0,False,10
39,7039,True,346,212.79609588171587,9.899454116821289,0.550000011920929,9.656263273245193,0.9108415199649964,-0.24319076538085938,0.3608415126800537,0.43514174222946167,0.3796709477901459,9.708395385653558,0,False,10
40,7040,False,900,13.72762893401853,10.283058166503906,0.550000011920929,4.933448924179187,1.0023601876482753,-5.349609375,0.45236021280288696,5.368700981140137,4.317165374755859,6.002184968580489,0,False,0
41,7041,True,223,227.32156114673387,10.240232467651367,0.550000011920929,10.158107154749134,0.8859576000163989,-0.08212566375732422,0.3359575867652893,0.345849871635437,0.3017953932285309,10.849728524616507,0,False,10
42,7042,False,900,24.009728359460436,9.64838695526123,0.550000011920929,6.243599220655591,0.9668699185790475,-3.404787540435791,0.4168698787689209,3.4302127361297607,3.296158790588379,6.40660662385837,0,False,0
43,7043,True,886,230.9451268099785,10.439626693725586,0.550000011920929,10.372229851430898,0.833833939143819,-0.0673971176147461,0.28383392095565796,0.2917260229587555,0.27886414527893066,10.392994159856181,0,False,10
44,7044,False,900,6.3454238090152115,10.281177520751953,0.550000011920929,3.8988485673325366,1.2140100749337157,-6.382328987121582,0.6640101075172424,6.416777610778809,4.586382865905762,5.735612229472162,0,False,0
45,7045,True,313,216.77047345483396,10.029134750366211,0.550000011920929,9.702195777876057,0.9294184677769349,-0.3269386291503906,0.37941843271255493,0.5008465051651001,0.47952502965927124,9.710771467595352,0,False,10
46,7046,False,900,16.493264150885384,9.763788223266602,0.550000011920929,5.257729127215097,1.088246094916554,-4.506059169769287,0.5382460951805115,4.538092136383057,4.538092136383057,5.257729127215097,0,False,0
47,7047,True,427,213.82402828410386,9.752520561218262,0.550000011920929,9.637960264760732,0.7840337674570339,-0.11456012725830078,0.2340337634086609,0.2605682611465454,0.23583796620368958,9.708257873500498,0,False,10
48,7048,False,900,22.880502558130317,9.52700138092041,0.550000011920929,6.181706425583871,0.9544734616104208,-3.345294952392578,0.4044734239578247,3.3696582317352295,3.1712841987609863,6.3798560119308565,0,False,0
49,7049,False,900,24.14045722323376,10.244993209838867,0.550000011920929,6.199558112344238,0.9389340573770475,-4.045434951782227,0.38893401622772217,4.064088344573975,3.997633695602417,6.284558305974457,0,False,0
50,7050,False,900,22.384725127548435,10.013358116149902,0.550000011920929,6.235659228968325,0.9681537946323326,-3.7776989936828613,0.4181537628173828,3.8007712364196777,3.686561107635498,6.3624510440861615,0,False,0
51,7051,True,309,203.65420735428575,9.625476837158203,0.550000011920929,9.982984101539198,0.9395097940537518,0.35750770568847656,0.38950979709625244,0.5287056565284729,0.3088984489440918,9.982984101539198,0,False,10
52,7052,True,179,219.52086861618145,10.0250883102417,0.550000011920929,9.715496648044065,0.950530128549378,-0.30959129333496094,0.4005300998687744,0.5062322616577148,0.44502976536750793,9.750863524195596,0,False,10
53,7053,False,900,21.18957127716807,10.116640090942383,0.550000011920929,6.080428277421529,1.192043122725429,-4.036211967468262,0.6420430541038513,4.086957931518555,3.6983587741851807,6.509838224224205,0,False,0
54,7054,False,900,23.412958325647672,9.459209442138672,0.550000011920929,6.212815116200882,0.9833861486143569,-3.246394157409668,0.4333861470222473,3.2751944065093994,3.1010355949401855,6.413695693454704,0,False,0
55,7055,True,706,224.23133490463832,10.18568229675293,0.550000011920929,10.287805287427252,0.795281323027162,0.10212326049804688,0.24528133869171143,0.26569172739982605,0.26569172739982605,10.786334704702337,0,False,10
56,7056,False,900,22.469123631932725,10.39560604095459,0.550000011920929,6.278923513206468,0.9545139935991199,-4.116682529449463,0.404513955116272,4.136508941650391,3.99014949798584,6.473002750721326,0,False,0
57,7057,False,900,67.71801101959689,10.380622863769531,0.550000011920929,8.907846778749393,0.9167531814016722,-1.4727764129638672,0.36675316095352173,1.517754316329956,1.517754316329956,8.907846778749393,0,False,0
58,7058,False,900,15.23340796599911,10.45587158203125,0.550000011920929,5.075202535814673,0.9559539959725055,-5.380669116973877,0.4059540033340454,5.395961284637451,5.279097080230713,5.192787506443714,0,False,0
59,7059,True,606,221.01103098213486,10.202235221862793,0.550000011920929,9.99143100801327,0.9094452359247384,-0.21080398559570312,0.3594452142715454,0.4167003631591797,0.4167003631591797,9.99143100801327,0,False,10
